City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Vanimo,PG,-2.67,141.3,76.46,82,82,5.44,broken clouds
344,Peace River,CA,56.25,-117.29,51.8,66,75,8.05,broken clouds
345,Shitanjing,CN,39.23,106.34,56.32,77,100,12.64,overcast clouds
346,Cravo Norte,CO,6.3,-70.2,90.18,55,27,9.8,scattered clouds
347,Vardo,NO,70.37,31.11,52.5,72,79,13.38,broken clouds
348,Saint-Joseph,RE,-21.37,55.62,71.6,73,20,17.22,few clouds
349,Mount Gambier,AU,-37.83,140.77,60.8,32,74,18.34,broken clouds
350,Teahupoo,PF,-17.83,-149.27,78.8,74,20,2.24,few clouds
351,Codrington,AU,-38.27,141.97,58.8,36,100,22.41,overcast clouds
352,North Platte,US,41.12,-100.77,77.0,47,1,6.93,clear sky
353,Luderitz,NA,-26.65,15.16,55.45,60,13,22.15,few clouds
354,Newton,US,42.34,-71.21,75.0,94,90,8.05,light rain
355,Broome,US,42.25,-75.83,78.01,78,75,10.29,broken clouds
356,Kiama,AU,-34.68,150.87,53.01,62,0,1.99,clear sky
357,Fortuna,US,40.6,-124.16,61.0,93,90,7.0,overcast clouds
358,Igrim,RU,63.19,64.42,55.83,77,100,9.98,overcast clouds
359,Swedru,GH,5.54,-0.7,78.8,78,20,16.11,few clouds
360,Kungurtug,RU,50.6,97.52,47.19,85,100,2.04,light rain
361,Doha,QA,25.29,51.53,96.01,63,0,4.7,clear sky
362,Batticaloa,LK,7.71,81.69,82.76,76,29,2.89,scattered clouds
363,Mikuni,JP,36.22,136.15,80.6,88,20,2.24,few clouds
364,Congonhas,BR,-20.5,-43.86,82.4,32,40,6.93,scattered clouds
365,Durban,ZA,-29.86,31.03,66.2,72,75,8.05,broken clouds
366,Katobu,ID,-4.94,122.53,73.65,85,91,4.94,overcast clouds
367,Saint-Donat-De-Montcalm,CA,46.32,-74.22,54.18,96,100,11.72,moderate rain
368,Te Anau,NZ,-45.42,167.72,47.89,83,97,7.63,overcast clouds
369,Yingkou,CN,40.66,122.23,69.48,90,0,4.29,clear sky
370,Mweka,CD,-4.85,21.57,78.03,64,78,3.06,light rain
371,Dongli,CN,23.57,116.82,82.4,88,97,2.24,mist
372,Niigata,JP,37.9,139.02,79.0,94,1,1.12,clear sky
373,Diego De Almagro,CL,-26.37,-70.05,76.5,16,0,10.16,clear sky
374,Carutapera,BR,-1.2,-46.02,86.18,61,67,12.66,broken clouds
375,Kuito,AO,-12.38,16.93,67.93,53,89,3.53,overcast clouds
376,Sijunjung,ID,-0.69,100.95,72.86,85,94,1.72,overcast clouds
377,Mvuma,ZW,-19.28,30.53,75.34,20,0,4.14,clear sky
378,Cabra,ES,37.47,-4.44,82.0,21,0,3.0,clear sky
379,Djambala,CG,-2.54,14.75,74.86,74,100,4.09,overcast clouds
380,Ahipara,NZ,-35.17,173.17,50.77,85,0,2.42,clear sky
381,Rusera,IN,25.75,86.03,85.01,68,32,4.85,scattered clouds
382,Kurdzhinovo,RU,43.99,40.96,60.35,61,4,5.12,clear sky
383,Karimganj,IN,24.87,92.35,77.16,94,93,2.64,light rain
384,Vestmanna,FO,62.16,-7.17,50.0,81,100,10.29,overcast clouds
385,Buraydah,SA,26.33,43.98,96.8,18,0,8.05,clear sky
386,Kamaishi,JP,39.27,141.88,73.83,89,86,6.67,light rain
387,Amapa,BR,1.0,-52.0,90.07,51,19,6.35,few clouds
388,Rantepao,ID,-2.97,119.9,64.69,87,100,1.45,overcast clouds
389,Zhaotong,CN,27.32,103.72,62.24,87,100,2.39,light rain
390,Gisborne,NZ,-38.65,178.0,48.99,76,0,4.0,clear sky
391,Port-Cartier,CA,50.03,-66.87,59.0,58,75,13.87,broken clouds
392,Takanabe,JP,32.13,131.5,78.3,83,0,4.03,clear sky
393,Shimoda,JP,34.67,138.95,73.99,89,19,1.01,few clouds
394,Sayyan,YE,15.17,44.32,63.97,64,49,2.57,scattered clouds
395,Talnakh,RU,69.49,88.4,51.8,100,34,4.47,scattered clouds
396,Kvarkeno,RU,52.08,59.73,67.86,58,95,10.13,overcast clouds
397,Caxito,AO,-8.58,13.66,71.6,73,20,9.17,few clouds
398,Praia,CV,14.92,-23.51,84.2,74,75,14.99,broken clouds
399,Fukue,JP,32.69,128.84,81.97,83,0,5.06,clear sky
400,Noumea,NC,-22.28,166.46,70.0,77,90,13.98,overcast clouds
401,Korla,CN,41.76,86.15,75.0,69,0,7.0,clear sky
402,Resistencia,AR,-27.46,-58.98,91.0,40,75,5.82,smoke
403,Serebryansk,KZ,49.69,83.29,57.2,76,0,2.24,clear sky
404,Naze,JP,28.37,129.48,80.6,94,75,5.82,broken clouds
405,Gilleleje,DK,56.12,12.31,62.01,82,50,4.5,scattered clouds
406,Rudozem,BG,41.48,24.85,81.0,28,0,5.82,clear sky
407,Cherskiy,RU,68.75,161.3,37.09,95,94,4.45,overcast clouds
408,Saint-Pierre,RE,-21.34,55.48,71.6,73,20,17.22,few clouds
409,Sawtell,AU,-30.38,153.1,50.0,100,10,4.7,clear sky
410,Aksarka,RU,66.56,67.8,42.73,68,51,6.98,broken clouds
411,Luena,AO,-11.78,19.92,73.62,49,94,2.51,overcast clouds
412,Paamiut,GL,61.99,-49.67,43.63,91,94,5.88,overcast clouds
413,Barinitas,VE,8.76,-70.41,86.29,54,2,6.67,clear sky
414,Timra,SE,62.49,17.33,59.0,71,77,3.36,broken clouds
415,Antofagasta,CL,-23.65,-70.4,59.0,67,20,12.75,few clouds
416,Kangaba,ML,11.93,-8.42,75.16,89,100,5.35,overcast clouds
417,Manjeshwar,IN,12.72,74.89,77.0,88,75,3.36,mist
418,Faya,SA,18.39,42.45,71.6,77,20,4.7,few clouds
419,Comodoro Rivadavia,AR,-45.87,-67.5,48.2,36,20,18.34,few clouds
420,Beringovskiy,RU,63.05,179.32,50.29,88,100,18.88,light rain
421,Torbay,CA,47.67,-52.73,66.99,55,75,21.92,broken clouds
422,Maragua,KE,-0.78,37.13,69.8,52,75,9.17,broken clouds
423,Sile,TR,41.18,29.61,77.0,73,0,5.01,clear sky
424,Freeport,US,40.66,-73.58,75.99,88,90,9.17,light rain
425,Ilo,PE,-17.64,-71.34,64.4,77,90,6.93,overcast clouds
426,Flinders,AU,-34.58,150.86,53.01,80,0,1.01,clear sky
427,Paragominas,BR,-2.97,-47.48,94.95,36,55,5.95,broken clouds
428,Raahe,FI,64.68,24.48,55.4,71,52,2.24,broken clouds
429,Aksaray,TR,38.37,34.03,84.2,9,0,17.22,clear sky
430,Kidal,ML,18.44,1.41,83.21,60,52,8.68,broken clouds
431,Plettenberg Bay,ZA,-34.05,23.37,47.07,74,87,10.56,light rain
432,Vidim,RU,56.41,103.11,52.36,90,62,2.62,broken clouds
433,Novyy Rogachik,RU,48.68,44.06,64.4,72,30,11.18,scattered clouds
434,Strezhevoy,RU,60.73,77.59,57.2,93,4,2.24,clear sky
435,Kijang,KR,35.24,129.21,80.6,88,20,2.24,few clouds
436,Mackay,AU,-21.15,149.2,68.0,77,40,17.22,scattered clouds
437,Nandgaon,IN,20.32,74.65,73.15,88,100,12.33,light rain
438,Kribi,CM,2.95,9.92,76.23,88,95,9.46,overcast clouds
439,Tokur,RU,53.13,132.9,40.33,77,95,3.36,overcast clouds
440,Vuktyl,RU,63.86,57.31,51.94,90,100,9.46,overcast clouds
441,Castle Rock,US,39.37,-104.86,75.0,60,95,7.63,overcast clouds
442,Trairi,BR,-3.28,-39.27,85.06,58,15,19.73,few clouds
443,Urengoy,RU,65.97,78.37,52.29,90,96,10.38,light rain
444,Margate,GB,51.38,1.39,55.99,89,77,4.0,broken clouds
445,Mega,ET,4.05,38.3,64.26,66,53,12.77,broken clouds
446,Umba,RU,66.69,34.34,48.76,80,24,3.78,few clouds
447,Natitingou,BJ,10.3,1.38,75.2,83,75,4.7,thunderstorm
448,Kangavar,IR,34.5,47.97,77.0,16,6,9.17,clear sky
449,Lavrentiya,RU,65.58,-171.0,44.78,76,69,10.47,broken clouds
450,Singkawang,ID,0.9,109.0,77.68,88,100,2.8,light rain
451,Fairbanks,US,64.84,-147.72,51.01,100,75,3.36,broken clouds
452,Glushkovo,RU,51.34,34.63,63.37,71,47,6.46,scattered clouds
453,Tiarei,PF,-17.53,-149.33,78.8,74,20,2.24,few clouds
454,Skibbereen,IE,51.55,-9.27,55.4,62,75,12.75,broken clouds
455,Juneau,US,58.3,-134.42,52.0,93,40,0.98,fog
456,Dawei,MM,14.08,98.2,77.14,90,66,1.48,broken clouds
457,Lazaro Cardenas,MX,17.96,-102.2,84.43,71,89,5.88,overcast clouds
458,Dhidhdhoo,MV,6.88,73.1,83.5,69,74,5.99,broken clouds
459,Lake Wales,US,27.9,-81.59,93.99,63,20,5.82,few clouds
460,Jalu,LY,29.03,21.55,90.72,22,0,8.72,clear sky
461,Clarence Town,AU,-32.58,151.78,46.99,93,0,5.82,clear sky
462,Straumen,NO,63.87,11.3,57.2,76,75,11.41,broken clouds
463,Handan,CN,36.6,114.47,75.79,75,0,1.28,clear sky
464,Charters Towers,AU,-20.1,146.27,59.7,79,30,15.35,scattered clouds
465,Egvekinot,RU,66.32,-179.17,36.99,80,33,13.73,scattered clouds
466,Severnyy,RU,50.68,36.55,69.8,56,60,2.24,broken clouds
467,Grindavik,IS,63.84,-22.43,53.6,87,90,13.87,overcast clouds
468,Poretskoye,RU,55.2,46.33,57.67,91,39,7.74,scattered clouds
469,Salinopolis,BR,-0.61,-47.36,84.76,68,32,17.27,scattered clouds
470,Bilibino,RU,68.05,166.44,43.84,81,100,4.34,overcast clouds
471,Urumqi,CN,43.8,87.6,64.4,59,6,4.47,clear sky
472,Dhuburi,IN,26.03,89.97,81.34,82,79,7.87,light rain
473,Sao Joao Da Barra,BR,-21.64,-41.05,82.4,58,0,20.8,clear sky
474,Saint Anthony,US,45.02,-93.22,75.0,53,1,9.17,clear sky
475,Boddam,GB,57.47,-1.78,53.6,66,20,13.87,few clouds
476,Salalah,OM,17.02,54.09,77.0,94,90,5.82,overcast clouds
477,Ladushkin,RU,54.57,20.17,64.4,88,20,8.95,few clouds
478,San Luis,AR,-33.3,-66.34,58.03,36,45,18.99,scattered clouds
479,Belyy Yar,RU,53.6,91.39,53.6,93,26,2.24,scattered clouds
480,Saquarema,BR,-22.92,-42.51,82.4,48,0,21.92,clear sky
481,Jurilovca,RO,44.77,28.87,73.4,69,0,5.82,clear sky
482,Pahalgam,IN,34.03,75.33,57.25,62,6,3.24,clear sky
483,Gbarnga,LR,7.0,-9.47,73.31,96,99,4.88,moderate rain
484,Calabozo,VE,8.92,-67.43,86.65,67,100,5.66,light rain
485,Ginir,ET,7.13,40.7,63.91,72,39,4.65,scattered clouds
486,Wawa,NG,9.9,4.42,77.29,86,100,2.86,overcast clouds
487,Kaihua,CN,23.37,104.28,65.35,93,74,3.78,light rain
488,Cassilandia,BR,-19.11,-51.73,98.19,11,0,7.18,clear sky
489,Leninskoye,RU,47.94,132.62,56.32,97,100,8.95,heavy intensity rain
490,Samarai,PG,-10.62,150.67,78.24,86,76,14.32,light rain
491,Bud,US,39.45,-86.18,84.0,65,75,11.41,broken clouds
492,Zyryanskoye,RU,56.83,86.63,56.7,97,99,6.53,moderate rain
493,Hervey Bay,AU,-25.3,152.85,57.0,87,40,8.05,scattered clouds
494,Ulaangom,MN,49.98,92.07,55.98,57,99,4.81,overcast clouds
495,Nova Olimpia,BR,-14.8,-57.29,111.45,7,0,4.18,clear sky
496,Rincon,US,32.3,-81.24,91.99,62,75,12.75,broken clouds
497,Enshi,CN,30.3,109.48,72.48,84,44,0.74,scattered clouds
498,Talara,PE,-4.58,-81.27,75.2,60,17,16.11,few clouds
499,Mutoko,ZW,-17.4,32.23,70.75,32,4,5.35,clear sky
500,Sao Pedro,BR,-22.55,-47.91,87.01,29,0,4.12,clear sky
501,Sadri,IN,25.18,73.43,79.75,79,83,3.58,moderate rain
502,Bontang,ID,0.13,117.5,77.81,86,72,8.16,light rain
503,Hambantota,LK,6.12,81.12,81.5,76,46,17.09,scattered clouds
504,Itacoatiara,BR,-3.14,-58.44,92.57,45,31,3.76,light rain
505,Kampot,KH,10.62,104.18,80.6,83,20,2.24,few clouds
506,Spas-Demensk,RU,54.41,34.02,56.88,91,78,5.14,broken clouds
507,Erenhot,CN,43.65,111.98,59.63,89,100,3.96,heavy intensity rain
508,Colares,PT,38.8,-9.45,70.0,60,20,34.45,few clouds
509,Bugiri,UG,0.57,33.74,66.83,88,76,2.13,moderate rain
510,Zhuhai,CN,22.28,113.57,87.01,79,7,3.36,clear sky
511,Hailey,US,43.52,-114.32,79.0,33,5,4.7,smoke
512,Podosinovets,RU,60.28,47.07,57.9,95,100,2.64,overcast clouds
513,Pasni,PK,25.26,63.47,81.52,85,19,14.7,few clouds
514,Bella Union,UY,-30.28,-57.6,73.06,81,66,12.28,light rain
515,Rocha,UY,-34.48,-54.33,58.06,93,97,13.56,overcast clouds
516,Drayton Valley,CA,53.22,-114.99,50.0,70,100,13.0,overcast clouds
517,Beloha,MG,-25.17,45.05,75.76,55,50,3.76,scattered clouds
518,Boden,SE,65.83,21.69,57.2,82,50,9.17,scattered clouds
519,Sitka,US,57.05,-135.33,53.6,81,75,3.2,broken clouds
520,Ixtapa,MX,20.7,-105.2,86.0,58,20,2.24,few clouds
521,Ambulu,ID,-8.35,113.61,72.27,81,32,4.61,scattered clouds
522,Kendari,ID,-3.94,122.5,72.91,90,89,2.62,overcast clouds
523,Mulege,MX,26.88,-111.98,87.21,65,91,7.38,light rain
524,Avera,US,33.19,-82.53,87.8,70,75,14.99,broken clouds
525,Lompoc,US,34.64,-120.46,63.0,77,90,3.36,overcast clouds
526,Desbiens,CA,48.42,-71.95,57.2,76,90,5.82,overcast clouds
527,Marfino,RU,55.7,37.38,63.0,82,40,4.47,scattered clouds
528,Rathangan,IE,53.22,-7.0,55.99,79,81,7.0,broken clouds
529,Shahreza,IR,32.03,51.88,69.24,22,0,11.14,clear sky
530,Itaituba,BR,-4.28,-55.98,93.09,44,64,1.7,broken clouds
531,Nelson Bay,AU,-32.72,152.15,48.0,93,1,5.82,clear sky
532,Kawalu,ID,-7.38,108.21,69.4,91,85,1.88,overcast clouds
533,Aberystwyth,GB,52.42,-4.08,54.0,78,25,5.99,scattered clouds
534,Kaeo,NZ,-35.1,173.78,45.0,3,0,3.06,clear sky
535,Kokkola,FI,63.84,23.13,60.01,62,54,4.7,broken clouds
536,Gboko,NG,7.32,9.0,76.3,84,67,5.23,broken clouds
537,La Asuncion,VE,11.03,-63.86,83.01,77,10,12.77,light rain
538,Koumac,NC,-20.57,164.28,64.56,80,94,16.96,overcast clouds
539,Teguldet,RU,57.31,88.17,55.96,96,89,5.84,light rain
540,Kolo,PL,52.2,18.64,63.0,91,65,6.44,broken clouds
541,Pangai,TO,-19.8,-174.35,76.87,71,97,21.09,overcast clouds
542,Waingapu,ID,-9.66,120.26,71.46,79,72,8.84,broken clouds
543,Mitsamiouli,KM,-11.38,43.28,77.0,73,20,4.7,few clouds
544,Palasa,IN,18.77,84.42,80.47,88,5,5.66,clear sky
545,Kailua,US,21.4,-157.74,78.8,69,20,12.75,few clouds
546,Evensk,RU,61.95,159.23,46.35,71,68,10.83,broken clouds
547,Pasighat,IN,28.07,95.33,76.39,85,75,2.73,moderate rain
548,Lubango,AO,-14.92,13.49,59.14,55,5,5.39,clear sky
549,Port-Gentil,GA,-0.72,8.78,77.0,83,75,15.55,broken clouds
550,Flin Flon,CA,54.77,-101.86,64.4,68,75,6.93,broken clouds
551,Katuli,PH,7.43,124.22,77.04,81,99,2.55,overcast clouds
552,Baoding,CN,38.85,115.49,74.17,83,64,4.16,broken clouds
553,Vangaindrano,MG,-23.35,47.6,68.02,91,7,6.08,clear sky
554,San Quintin,MX,30.48,-115.95,75.81,64,0,10.74,clear sky
555,Floro,NO,61.6,5.03,55.4,71,9,20.8,clear sky
556,Dekar,BW,-21.53,21.93,67.73,24,60,13.35,broken clouds
557,Kasangulu,CD,-4.59,15.17,82.4,61,40,9.17,scattered clouds
558,Nuuk,GL,64.18,-51.72,55.4,71,75,2.24,broken clouds
559,Lincoln,US,40.8,-96.67,77.0,41,1,13.87,clear sky
560,Catuday,PH,16.29,119.81,81.63,83,100,7.2,overcast clouds
561,Guiratinga,BR,-16.35,-53.76,99.1,10,0,7.99,clear sky
562,Pimentel,PE,-6.84,-79.93,71.6,60,70,13.87,broken clouds
563,Radeberg,DE,51.12,13.92,68.0,64,20,9.17,few clouds
564,Neiafu,TO,-18.65,-173.98,75.2,83,40,13.87,scattered clouds
565,Vestmannaeyjar,IS,63.44,-20.27,51.8,81,75,5.82,broken clouds
566,Yilan,TW,24.76,121.75,84.0,99,79,1.61,broken clouds
567,Tatawin,TN,32.93,10.45,84.83,39,0,10.25,clear sky
568,Tiznit,MA,29.58,-9.5,70.47,62,1,6.93,clear sky
569,Kizhinga,RU,51.85,109.91,51.75,94,100,3.76,light rain
570,Katsuura,JP,35.13,140.3,82.4,88,75,6.93,broken clouds
571,Itarema,BR,-2.92,-39.92,85.69,56,7,23.13,clear sky
572,Sogne,NO,58.08,7.82,62.01,67,41,3.36,scattered clouds
573,Cabo San Lucas,MX,22.89,-109.91,80.01,100,90,6.93,light rain
574,Cururupu,BR,-1.83,-44.87,87.1,56,41,8.75,scattered clouds
575,Simao,CN,22.79,100.97,65.57,94,100,1.81,light rain
576,Muroto,JP,33.28,134.15,83.28,75,0,3.49,clear sky
577,Jemnice,CZ,49.02,15.57,63.0,90,100,3.0,light rain
578,Monrovia,LR,6.3,-10.8,80.6,83,75,11.41,broken clouds
579,Vila Velha,BR,-20.33,-40.29,80.01,69,40,13.87,scattered clouds
580,San Isidro,PE,-12.12,-77.05,62.6,77,90,5.82,overcast clouds
581,Lesnikovo,RU,55.28,65.32,68.34,72,33,7.2,scattered clouds
582,Kosa,RU,59.94,55.0,56.34,98,99,1.54,light rain
583,Mujiayingzi,CN,42.12,118.78,65.61,85,77,1.79,broken clouds
584,Havelock,US,34.88,-76.9,89.6,59,40,13.87,scattered clouds
585,Biak,ID,-0.91,122.88,76.42,81,97,8.23,light rain
586,Providencia,MX,28.72,-111.58,89.01,73,80,8.01,broken clouds
587,Sola,VU,-13.88,167.55,79.88,83,81,24.4,moderate rain
588,Gao,ML,16.64,1.64,82.96,60,95,4.21,overcast clouds
589,Lac Du Bonnet,CA,50.25,-96.06,69.01,100,80,4.76,broken clouds
590,Puerto Del Rosario,ES,28.5,-13.86,78.8,65,40,23.04,scattered clouds
591,Dragor,DK,55.59,12.67,64.99,72,6,3.36,clear sky
592,Roald,NO,62.58,6.13,51.01,87,90,9.17,light rain
593,Churapcha,RU,62.0,132.43,50.88,50,100,6.93,overcast clouds
594,Abu Dhabi,AE,24.47,54.37,96.8,71,6,9.17,clear sky
595,Cabedelo,BR,-6.98,-34.83,82.4,65,75,13.87,broken clouds
596,Teya,RU,60.38,92.63,49.68,88,60,2.51,broken clouds
597,Havre,FR,49.58,0.33,59.0,72,75,13.87,broken clouds
598,Mokhsogollokh,RU,61.47,128.92,57.24,52,100,6.85,overcast clouds
599,Taman,RU,45.21,36.72,73.4,49,20,6.71,few clouds
600,Mangrol,IN,21.12,70.12,78.62,92,100,13.71,heavy intensity rain
601,Fort Nelson,CA,58.81,-122.7,42.8,87,90,13.87,light rain
602,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,41.0,100,40,4.47,scattered clouds
603,Lidkoping,SE,58.51,13.16,59.0,93,41,9.17,light rain
604,Winchester,GB,51.07,-1.32,59.0,58,68,10.29,broken clouds
605,College,US,64.86,-147.8,50.0,93,90,2.39,mist
606,Purpe,RU,64.48,76.69,57.0,90,28,12.57,scattered clouds
607,Bodhan,IN,18.67,77.9,73.69,93,100,3.33,overcast clouds
608,Humberto De Campos,BR,-2.6,-43.46,92.26,43,0,9.57,clear sky
609,Anaconda,US,46.13,-112.94,66.2,34,1,10.76,clear sky
610,Camana,PE,-16.62,-72.71,62.24,77,96,11.54,overcast clouds
611,Azul,AR,-36.78,-59.86,53.01,43,100,7.0,overcast clouds
612,Kamenka,RU,51.32,42.77,62.78,67,27,5.95,scattered clouds
613,Camacha,PT,33.08,-16.33,73.4,60,20,17.22,few clouds
614,Cavalcante,BR,-13.8,-47.46,90.34,19,0,6.55,clear sky
615,Moose Factory,CA,51.26,-80.61,59.0,82,90,10.29,overcast clouds
616,Belaya Gora,RU,68.53,146.42,35.31,89,27,4.38,scattered clouds
617,Mwene-Ditu,CD,-7.0,23.45,79.16,54,71,0.78,broken clouds
618,Ochamchira,GE,42.71,41.47,70.38,84,0,1.95,clear sky
619,Skjold,DK,55.8,9.94,63.0,87,40,2.24,scattered clouds
620,Kropotkin,RU,45.44,40.58,72.46,33,0,6.33,clear sky
621,Zorya,UA,45.99,29.7,69.19,75,0,8.37,clear sky
622,Teknaf,BD,20.86,92.31,80.22,89,83,4.21,broken clouds
623,Mandurah,AU,-32.55,115.7,46.99,74,3,12.06,clear sky
624,Grand-Santi,GF,4.25,-54.38,90.77,52,81,3.71,broken clouds
625,Maceio,BR,-9.67,-35.74,82.4,69,75,14.99,broken clouds
626,Gramoteino,RU,54.54,86.38,54.54,88,85,4.16,overcast clouds
627,Polson,US,47.69,-114.16,78.01,28,0,1.01,clear sky
628,Havre-Saint-Pierre,CA,50.23,-63.6,59.0,58,1,17.22,clear sky
629,Guarapari,BR,-20.67,-40.5,80.01,67,5,16.17,clear sky
630,Barabash,RU,43.2,131.48,66.2,100,75,4.47,light intensity shower rain
631,Vernon,CA,50.26,-119.27,66.2,42,75,18.34,broken clouds
632,Praya,CV,14.92,-23.51,84.2,74,75,14.99,broken clouds
633,Miandoab,IR,36.97,46.1,80.6,28,0,13.87,clear sky
634,Alenquer,BR,-1.94,-54.74,87.8,70,20,8.05,few clouds
635,Tautira,PF,-17.73,-149.15,78.8,74,20,2.24,few clouds
636,Muli,MV,2.92,73.57,83.57,69,94,8.72,overcast clouds
637,Banjar,ID,-8.19,114.97,78.8,88,75,12.75,broken clouds
638,Tucurui,BR,-3.77,-49.67,98.2,30,23,5.79,few clouds
639,Nalut,LY,30.33,10.85,90.73,14,0,4.88,clear sky
640,Darhan,MN,49.49,105.92,57.25,83,84,3.0,broken clouds
641,Houston,US,29.76,-95.36,96.01,56,40,6.58,scattered clouds
642,Luanda,AO,-8.84,13.23,71.6,73,20,9.17,few clouds
643,Jamame,SO,0.07,42.75,76.48,82,3,11.1,clear sky
644,Uige,AO,-7.61,15.06,74.89,61,42,4.81,scattered clouds
645,Sorong,ID,-0.88,131.25,76.55,87,100,6.87,overcast clouds
646,Asosa,ET,10.07,34.53,62.76,100,84,1.21,broken clouds
647,Sretensk,RU,52.25,117.71,52.16,92,100,3.56,overcast clouds
648,Flagstaff,US,35.2,-111.65,78.01,31,1,14.99,clear sky
649,Dicabisagan,PH,17.08,122.42,78.3,82,100,3.38,overcast clouds
650,Fort Walton Beach,US,30.41,-86.62,81.0,94,90,6.93,heavy intensity rain
651,Yatou,CN,37.15,122.38,72.12,95,26,4.72,scattered clouds
652,Mala,PE,-12.66,-76.63,67.12,66,46,7.61,scattered clouds
653,Sharjah,AE,25.36,55.4,96.8,63,31,5.82,scattered clouds
654,Malanje,AO,-9.54,16.34,75.2,47,100,8.16,overcast clouds
655,Koson,UZ,39.04,65.58,75.2,38,0,6.93,clear sky
656,Alta Floresta,BR,-9.88,-56.09,98.6,37,40,3.36,scattered clouds
657,Linfen,CN,36.09,111.52,76.86,63,60,0.47,broken clouds
658,Sinnamary,GF,5.38,-52.95,84.47,80,66,11.9,light rain
659,Kholodnyy,RU,62.72,147.95,28.54,94,0,0.74,clear sky
660,Namibe,AO,-15.2,12.15,62.6,69,0,7.87,clear sky
661,Xining,CN,36.62,101.77,49.17,84,100,3.98,light rain
662,Bilma,NE,18.69,12.92,94.48,31,56,12.24,moderate rain
663,Tsaratanana,MG,-16.78,47.65,66.85,65,0,10.83,clear sky
664,Bara,NG,10.37,10.73,76.64,86,83,2.15,moderate rain
665,Bijawar,IN,24.63,79.5,74.89,94,13,7.81,few clouds
666,Emba,KZ,48.83,58.14,79.66,25,98,8.3,overcast clouds
667,Meadow Lake,US,34.8,-106.54,82.99,39,40,7.07,scattered clouds
668,Camaqua,BR,-30.85,-51.81,80.69,64,55,2.48,broken clouds
669,Nabire,ID,-3.37,135.48,74.25,94,100,1.77,heavy intensity rain
670,Krasnoborsk,RU,61.56,45.93,56.82,90,100,3.0,overcast clouds
671,Xudat,AZ,41.63,48.68,72.91,67,18,3.11,few clouds
672,Prince Rupert,CA,54.32,-130.32,53.6,100,90,4.7,overcast clouds
673,Kalevala,RU,65.2,31.17,50.05,77,27,4.65,scattered clouds
674,Araouane,ML,18.9,-3.53,91.81,44,90,13.85,overcast clouds
675,Dickinson,US,29.46,-95.05,93.99,56,75,6.93,broken clouds
676,Laiwu,CN,36.19,117.66,69.76,87,0,2.73,clear sky
677,Biltine,TD,14.53,20.92,86.25,57,12,6.55,few clouds
678,Kahului,US,20.89,-156.47,78.8,65,40,9.17,scattered clouds
679,Srednekolymsk,RU,67.45,153.68,35.65,90,35,3.49,scattered clouds
680,Guadalupe Victoria,MX,32.29,-115.11,102.99,56,5,10.29,clear sky
681,Rio Gallegos,AR,-51.62,-69.22,44.6,75,100,31.09,overcast clouds
682,Imeni Vorovskogo,RU,55.72,38.34,60.8,87,55,2.24,broken clouds
683,Kakonko,TZ,-3.28,30.96,73.11,41,51,1.61,broken clouds
684,Progreso,MX,21.28,-89.67,91.99,66,75,16.11,broken clouds
685,Altay,CN,47.87,88.12,54.43,57,75,2.46,broken clouds
686,Sochaczew,PL,52.23,20.24,68.0,72,65,5.82,broken clouds
687,Aksu,CN,41.12,80.26,71.42,33,0,4.59,clear sky
688,Makakilo City,US,21.35,-158.09,78.8,73,1,4.7,clear sky
689,Napoleon,US,41.39,-84.13,75.99,64,90,8.05,overcast clouds
690,Ostrovnoy,RU,68.05,39.51,45.07,80,82,6.26,broken clouds
